id,model_no,description
949,KSP-50,"Model KSP-50 is a 3.7kW pump operating at 60Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 100.0 mm (4""), and can handle solids up to 11.0 mm. The maximum flow is 1200 LPM and the maximum head is 22.0 meters (72 feet). The rated head is 15.0 meters at a rated flow of 630.0 LPM. More details: https://www.hungpump.com/ksp"
950,KSP-50,"Model KSP-50 is a 3.7kW pump operating at 60Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 100.0 mm (4""), and can handle solids up to 11.0 mm. The maximum flow is 1200 LPM and the maximum head is 22.0 meters (72 feet). The rated head is 15.0 meters at a rated flow of 630.0 LPM. More details: https://www.hungpump.com/ksp"
951,KSP-50,"Model KSP-50 is a 3.7kW pump operating at 60Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 100.0 mm (4""), and can handle solids up to 11.0 mm. The maximum flow is 1200 LPM and the maximum head is 22.0 meters (72 feet). The rated head is 15.0 meters at a rated flow of 630.0 LPM. More details: https://www.hungpump.com/ksp"
952,KSP-75,"Model KSP-75 is a 5.5kW pump operating at 60Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 100.0 mm (4""), and can handle solids up to 11.0 mm. The maximum flow is 1900 LPM and the maximum head is 24.0 meters (79 feet). The rated head is 15.0 meters at a rated flow of 880.0 LPM. More details: https://www.hungpump.com/ksp"
953,KSP-75,"Model KSP-75 is a 5.5kW pump operating at 60Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 100.0 mm (4""), and can handle solids up to 11.0 mm. The maximum flow is 1900 LPM and the maximum head is 24.0 meters (79 feet). The rated head is 15.0 meters at a rated flow of 880.0 LPM. More details: https://www.hungpump.com/ksp"
954,KSV-150,"Model KSV-150 is a 150W pump operating at 60Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to 5.0 mm. The maximum flow is 200 LPM and the maximum head is 6.0 meters (20 feet). The rated head is 3.0 meters at a rated flow of 150.0 LPM. More details: https://www.hungpump.com/ksv"
955,KSV-150,"Model KSV-150 is a 150W pump operating at 60Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to 5.0 mm. The maximum flow is 200 LPM and the maximum head is 6.0 meters (20 feet). The rated head is 3.0 meters at a rated flow of 150.0 LPM. More details: https://www.hungpump.com/ksv"
956,KSV-1500,"Model KSV-1500 is a 1.5kW pump operating at 60Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 20.0 mm. The maximum flow is 800 LPM and the maximum head is 17.0 meters (56 feet). The rated head is 9.0 meters at a rated flow of 550.0 LPM. More details: https://www.hungpump.com/ksv"
957,KSV-1500,"Model KSV-1500 is a 1.5kW pump operating at 60Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 20.0 mm. The maximum flow is 800 LPM and the maximum head is 17.0 meters (56 feet). The rated head is 9.0 meters at a rated flow of 550.0 LPM. More details: https://www.hungpump.com/ksv"
958,KSV-1500,"Model KSV-1500 is a 1.5kW pump operating at 60Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 20.0 mm. The maximum flow is 800 LPM and the maximum head is 17.0 meters (56 feet). The rated head is 9.0 meters at a rated flow of 550.0 LPM. More details: https://www.hungpump.com/ksv"
959,KSV-250,"Model KSV-250 is a 250W pump operating at 60Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to 5.0 mm. The maximum flow is 240 LPM and the maximum head is 7.0 meters (23 feet). The rated head is 5.0 meters at a rated flow of 130.0 LPM. More details: https://www.hungpump.com/ksv"
960,KSV-250,"Model KSV-250 is a 250W pump operating at 60Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to 5.0 mm. The maximum flow is 240 LPM and the maximum head is 7.0 meters (23 feet). The rated head is 5.0 meters at a rated flow of 130.0 LPM. More details: https://www.hungpump.com/ksv"
961,KSV-400,"Model KSV-400 is a 400W pump operating at 60Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 10.0 mm. The maximum flow is 300 LPM and the maximum head is 9.0 meters (30 feet). The rated head is 6.0 meters at a rated flow of 155.0 LPM. More details: https://www.hungpump.com/ksv"
962,KSV-400,"Model KSV-400 is a 400W pump operating at 60Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 10.0 mm. The maximum flow is 300 LPM and the maximum head is 9.0 meters (30 feet). The rated head is 6.0 meters at a rated flow of 155.0 LPM. More details: https://www.hungpump.com/ksv"
963,KSV-550,"Model KSV-550 is a 550W pump operating at 60Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 15.0 mm. The maximum flow is 330 LPM and the maximum head is 10.0 meters (33 feet). The rated head is 6.0 meters at a rated flow of 190.0 LPM. More details: https://www.hungpump.com/ksv"
964,KSV-550,"Model KSV-550 is a 550W pump operating at 60Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 15.0 mm. The maximum flow is 330 LPM and the maximum head is 10.0 meters (33 feet). The rated head is 6.0 meters at a rated flow of 190.0 LPM. More details: https://www.hungpump.com/ksv"
965,KSV-750,"Model KSV-750 is a 750W pump operating at 60Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 15.0 mm. The maximum flow is 430 LPM and the maximum head is 11.0 meters (36 feet). The rated head is 6.0 meters at a rated flow of 315.0 LPM. More details: https://www.hungpump.com/ksv"
966,KSV-750,"Model KSV-750 is a 750W pump operating at 60Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 15.0 mm. The maximum flow is 430 LPM and the maximum head is 11.0 meters (36 feet). The rated head is 6.0 meters at a rated flow of 315.0 LPM. More details: https://www.hungpump.com/ksv"
967,KT-215,"Model KT-215 is a 1.5kW pump operating at 60Hz, 1-phase. It is categorized for Construction applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 460 LPM and the maximum head is 26.0 meters (85 feet). The rated head is 15.0 meters at a rated flow of 345.0 LPM. More details: https://www.hungpump.com/kt"
968,KT-215,"Model KT-215 is a 1.5kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 460 LPM and the maximum head is 26.0 meters (85 feet). The rated head is 15.0 meters at a rated flow of 345.0 LPM. More details: https://www.hungpump.com/kt"
969,KT-215,"Model KT-215 is a 1.5kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 460 LPM and the maximum head is 26.0 meters (85 feet). The rated head is 15.0 meters at a rated flow of 345.0 LPM. More details: https://www.hungpump.com/kt"
970,KT-222,"Model KT-222 is a 2.2kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 720 LPM and the maximum head is 33.0 meters (108 feet). The rated head is 20.0 meters at a rated flow of 460.0 LPM. More details: https://www.hungpump.com/kt"
971,KT-222,"Model KT-222 is a 2.2kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 720 LPM and the maximum head is 33.0 meters (108 feet). The rated head is 20.0 meters at a rated flow of 460.0 LPM. More details: https://www.hungpump.com/kt"
972,KT-237,"Model KT-237 is a 3.7kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 550 LPM and the maximum head is 37.0 meters (121 feet). The rated head is 20.0 meters at a rated flow of 500.0 LPM. More details: https://www.hungpump.com/kt"
973,KT-237,"Model KT-237 is a 3.7kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 550 LPM and the maximum head is 37.0 meters (121 feet). The rated head is 20.0 meters at a rated flow of 500.0 LPM. More details: https://www.hungpump.com/kt"
974,KT-315,"Model KT-315 is a 1.5kW pump operating at 60Hz, 1-phase. It is categorized for Construction applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to nan mm. The maximum flow is 610 LPM and the maximum head is 17.0 meters (56 feet). The rated head is 10.0 meters at a rated flow of 450.0 LPM. More details: https://www.hungpump.com/kt"
975,KT-315,"Model KT-315 is a 1.5kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to nan mm. The maximum flow is 610 LPM and the maximum head is 17.0 meters (56 feet). The rated head is 10.0 meters at a rated flow of 450.0 LPM. More details: https://www.hungpump.com/kt"
976,KT-315,"Model KT-315 is a 1.5kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to nan mm. The maximum flow is 610 LPM and the maximum head is 17.0 meters (56 feet). The rated head is 10.0 meters at a rated flow of 450.0 LPM. More details: https://www.hungpump.com/kt"
977,KT-322,"Model KT-322 is a 2.2kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to nan mm. The maximum flow is 800 LPM and the maximum head is 22.0 meters (72 feet). The rated head is 15.0 meters at a rated flow of 560.0 LPM. More details: https://www.hungpump.com/kt"
978,KT-322,"Model KT-322 is a 2.2kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to nan mm. The maximum flow is 800 LPM and the maximum head is 22.0 meters (72 feet). The rated head is 15.0 meters at a rated flow of 560.0 LPM. More details: https://www.hungpump.com/kt"
979,KT-322,"Model KT-322 is a 2.2kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to nan mm. The maximum flow is 800 LPM and the maximum head is 22.0 meters (72 feet). The rated head is 15.0 meters at a rated flow of 560.0 LPM. More details: https://www.hungpump.com/kt"
980,KT-337,"Model KT-337 is a 3.7kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to nan mm. The maximum flow is 950 LPM and the maximum head is 31.0 meters (102 feet). The rated head is 20.0 meters at a rated flow of 645.0 LPM. More details: https://www.hungpump.com/kt"
981,KT-337,"Model KT-337 is a 3.7kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to nan mm. The maximum flow is 950 LPM and the maximum head is 31.0 meters (102 feet). The rated head is 20.0 meters at a rated flow of 645.0 LPM. More details: https://www.hungpump.com/kt"
982,KT-355,"Model KT-355 is a 5.5kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to nan mm. The maximum flow is 970 LPM and the maximum head is 40.0 meters (131 feet). The rated head is 25.0 meters at a rated flow of 730.0 LPM. More details: https://www.hungpump.com/kt"
983,KT-355,"Model KT-355 is a 5.5kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to nan mm. The maximum flow is 970 LPM and the maximum head is 40.0 meters (131 feet). The rated head is 25.0 meters at a rated flow of 730.0 LPM. More details: https://www.hungpump.com/kt"
984,KT-4110,"Model KT-4110 is a 11kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 100.0 mm (4""), and can handle solids up to nan mm. The maximum flow is 1630 LPM and the maximum head is 48.0 meters (157 feet). The rated head is 30.0 meters at a rated flow of 1180.0 LPM. More details: https://www.hungpump.com/kt"
985,KT-4110,"Model KT-4110 is a 11kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 100.0 mm (4""), and can handle solids up to nan mm. The maximum flow is 1630 LPM and the maximum head is 48.0 meters (157 feet). The rated head is 30.0 meters at a rated flow of 1180.0 LPM. More details: https://www.hungpump.com/kt"
986,KT-4150,"Model KT-4150 is a 15kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 100.0 mm (4""), and can handle solids up to nan mm. The maximum flow is 1930 LPM and the maximum head is 52.0 meters (171 feet). The rated head is 30.0 meters at a rated flow of 1780.0 LPM. More details: https://www.hungpump.com/kt"
987,KT-4150,"Model KT-4150 is a 15kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 100.0 mm (4""), and can handle solids up to nan mm. The maximum flow is 1930 LPM and the maximum head is 52.0 meters (171 feet). The rated head is 30.0 meters at a rated flow of 1780.0 LPM. More details: https://www.hungpump.com/kt"
988,KT-437,"Model KT-437 is a 3.7kW pump operating at 60Hz, 3-phase. It is categorized for Construction applications. It has an outlet size of 100.0 mm (4""), and can handle solids up to nan mm. The maximum flow is 1560 LPM and the maximum head is 18.0 meters (59 feet). The rated head is 10.0 meters at a rated flow of 1090.0 LPM. More details: https://www.hungpump.com/kt"
